"dyad","dyad.sex","bat1","bat2","both_zoo","both_wild","both_adult","both_young","study_site","treatment_rank","treatment_label","kinship","kinship2","donation.rate","donation.lograte","groom.rate","groom.lograte","affiliation.rate","affiliation.lograte","dist","sim"
"daredevil_lily","mixed_sex","daredevil","lily",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.1612642394816,0.692610853011359
"daredevil_lilyson","male","daredevil","lilyson",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.40940179149816,0.66848291410084
"daredevil_lsd","mixed_sex","daredevil","lsd",FALSE,TRUE,FALSE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",NA,NA,NA,NA,NA,NA,NA,NA,2.83028554753292,0.724793944990473
"daredevil_lucy","mixed_sex","daredevil","lucy",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.78355342501266,0.729337996417452
"daredevil_lucyson","male","daredevil","lucyson",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.32467670945312,0.676721254437312
"daredevil_mabel","mixed_sex","daredevil","mabel",FALSE,TRUE,TRUE,FALSE,"different years_TL",2,"2. same wild roost
but different years",NA,NA,NA,NA,NA,NA,NA,NA,3.38238627401862,0.671109798867314
"daredevil_marce","mixed_sex","daredevil","marce",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.19906556324658,0.688935198024333
"daredevil_mina","mixed_sex","daredevil","mina",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.97293299239209,0.613687312714265
"daredevil_no-band","mixed_sex","daredevil","no-band",FALSE,TRUE,FALSE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",NA,NA,NA,NA,NA,NA,2.90724834799515,0.7173103789891
"daredevil_ola","mixed_sex","daredevil","ola",FALSE,TRUE,TRUE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",NA,NA,NA,NA,NA,NA,2.60496890220101,0.746702866916682
"daredevil_opal","mixed_sex","daredevil","opal",FALSE,TRUE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.63320620434939,0.646721035830926
"daredevil_piper","mixed_sex","daredevil","piper",FALSE,TRUE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.92448930926289,0.715633934384702
"daredevil_queen","mixed_sex","daredevil","queen",FALSE,TRUE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.67575814085787,0.642583449575814
"daredevil_r","mixed_sex","daredevil","r",FALSE,TRUE,TRUE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",NA,NA,NA,NA,NA,NA,NA,NA,3.72772797663161,0.637530103105084
"daredevil_rc","mixed_sex","daredevil","rc",FALSE,TRUE,TRUE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",NA,NA,NA,NA,NA,NA,NA,NA,1.23454782558134,0.879957329006967
"daredevil_rina","mixed_sex","daredevil","rina",FALSE,TRUE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.1551338725468,0.693206946257625
"daredevil_s","mixed_sex","daredevil","s",FALSE,TRUE,TRUE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",NA,NA,NA,NA,NA,NA,NA,NA,2.5614658606734,0.750932934957048
"daredevil_sam1","mixed_sex","daredevil","sam1",FALSE,TRUE,TRUE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",NA,NA,NA,NA,NA,NA,3.14338491950795,0.694349369155248
"daredevil_sam5","male","daredevil","sam5",FALSE,TRUE,TRUE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",NA,NA,NA,NA,NA,NA,2.38040803196643,0.768538300186175
"daredevil_sam6","male","daredevil","sam6",FALSE,TRUE,TRUE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",NA,NA,NA,NA,NA,NA,2.9178284287392,0.716281612727056
"daredevil_sam7","male","daredevil","sam7",FALSE,TRUE,TRUE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",NA,NA,NA,NA,NA,NA,2.92730561729605,0.715360087449303
"daredevil_sc","mixed_sex","daredevil","sc",FALSE,TRUE,TRUE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",NA,NA,NA,NA,NA,NA,NA,NA,2.28313029577213,0.777997212217728
"daredevil_scc","mixed_sex","daredevil","scc",FALSE,TRUE,TRUE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",NA,NA,NA,NA,NA,NA,NA,NA,2.50187328177144,0.756727487581517
"daredevil_scs","mixed_sex","daredevil","scs",FALSE,TRUE,TRUE,FALSE,"different years_TL",2,"2. same wild roost
but different years",NA,NA,NA,NA,NA,NA,NA,NA,3.27011164762223,0.682026950684435
"daredevil_sd","mixed_sex","daredevil","sd",FALSE,TRUE,TRUE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",NA,NA,NA,NA,NA,NA,NA,NA,2.05094289363596,0.800574220046675
"daredevil_shania","mixed_sex","daredevil","shania",FALSE,TRUE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.45129843037468,0.664409046461084
"daredevil_sheldon","male","daredevil","sheldon",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.94915053377043,0.713235971990293
"daredevil_six","mixed_sex","daredevil","six",FALSE,TRUE,TRUE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",NA,NA,NA,NA,NA,NA,2.48482000223761,0.758385682737681
"daredevil_snow","mixed_sex","daredevil","snow",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.0916150585443,0.796619415534856
"daredevil_son-of-ola","male","daredevil","son-of-ola",FALSE,TRUE,FALSE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",NA,NA,NA,NA,NA,NA,2.61310435721665,0.745911806635675
"daredevil_sonofzaria","male","daredevil","sonofzaria",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.00254066185889,0.708044521770549
"daredevil_speedster","male","daredevil","speedster",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.23709569429517,0.685237294699172
"daredevil_spiderman","male","daredevil","spiderman",FALSE,TRUE,TRUE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",NA,NA,NA,NA,NA,NA,NA,NA,1.88314727609947,0.81689001899154
"daredevil_ss","mixed_sex","daredevil","ss",FALSE,TRUE,TRUE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",NA,NA,NA,NA,NA,NA,NA,NA,3.31027501219756,0.678121619955413
"daredevil_sss","mixed_sex","daredevil","sss",FALSE,TRUE,FALSE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",NA,NA,NA,NA,NA,NA,NA,NA,2.60578850962175,0.746623171450931
"daredevil_streblick","male","daredevil","streblick",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.63903132784665,0.646154623279718
"daredevil_thecount","male","daredevil","thecount",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.52040912239975,0.754925133900261
"daredevil_tiffany","mixed_sex","daredevil","tiffany",FALSE,TRUE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.67917122008583,0.642251574910171
"daredevil_vampirella","mixed_sex","daredevil","vampirella",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.80378731147737,0.72737053130556
"daredevil_vampison","male","daredevil","vampison",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.99276133098716,0.611759281513703
"daredevil_veronica","mixed_sex","daredevil","veronica",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.75724720860787,0.731895911481993
"daredevil_vixen","mixed_sex","daredevil","vixen",FALSE,TRUE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.00906835727377,0.707409793834705
"daredevil_vlad","male","daredevil","vlad",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.69419084865999,0.738027268821412
"daredevil_war-machine","male","daredevil","war-machine",FALSE,TRUE,TRUE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",NA,NA,NA,NA,NA,NA,NA,NA,2.70293860504766,0.737176670715601
"daredevil_winona","mixed_sex","daredevil","winona",FALSE,TRUE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,4.13974583337896,0.597467075172175
"daredevil_zaria","mixed_sex","daredevil","zaria",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.55337069600968,0.751720077559567
"daredevil_zelda","mixed_sex","daredevil","zelda",FALSE,TRUE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.33490970555732,0.675726237347528
"dcd_dd","female","dcd","dd",FALSE,TRUE,TRUE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",0.2092,"0.01-0.249",1.5952380952381,0.259303343438427,0.1,0.0785338272098135,1.02,0.253101848256077,1.6549785098939,0.839076270155689
"dcd_ddld","female","dcd","ddld",FALSE,TRUE,FALSE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",0.3672,"0.25-0.5",0,0,0,0,0,0,1.50945579833954,0.853226337591844
"dcd_dr","female","dcd","dr",FALSE,TRUE,FALSE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",0.0432,"0.01-0.249",382.233333333334,0.771470860438532,103.683333333333,0.690530800795917,294.8,0.771546768888544,2.15928431202007,0.790039518212927
"dcd_ds","female","dcd","ds",FALSE,TRUE,TRUE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",0.1112,"0.01-0.249",205.277777777778,0.402020460821908,144.366666666667,0.67997257020969,267.533333333333,0.708829302462614,2.90559244313801,0.717471392793379
"dcd_esther","female","dcd","esther",FALSE,TRUE,TRUE,FALSE,"different years_TL",2,"2. same wild roost
but different years",NA,NA,NA,NA,NA,NA,NA,NA,1.86674402935089,0.818485007465746
"dcd_eve","female","dcd","eve",FALSE,TRUE,TRUE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",1.56666666666667,0.177631165399737,3.43333333333333,0.387174543673342,4.21666666666667,0.398409120732153,2.14865734394743,0.791072843618037
"dcd_falcon","mixed_sex","dcd","falcon",FALSE,TRUE,TRUE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",NA,NA,NA,NA,NA,NA,NA,NA,1.58978867902389,0.845415077982381
"dcd_flapper","mixed_sex","dcd","flapper",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.2530955206634,0.780917677955886
"dcd_fran","female","dcd","fran",FALSE,TRUE,TRUE,FALSE,"different years_TL",2,"2. same wild roost
but different years",NA,NA,NA,NA,NA,NA,NA,NA,2.01139857797761,0.804419356845636
"dcd_gayle","female","dcd","gayle",FALSE,TRUE,TRUE,FALSE,"different years_TL",2,"2. same wild roost
but different years",NA,NA,NA,NA,NA,NA,NA,NA,2.59831903552092,0.747349474315346
"dcd_gremlin","mixed_sex","dcd","gremlin",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,1.78190526287967,0.82673440203753
"dcd_hera","female","dcd","hera",FALSE,TRUE,TRUE,FALSE,"different years_TL",2,"2. same wild roost
but different years",NA,NA,NA,NA,NA,NA,NA,NA,2.18824416040821,0.787223574204902
"dcd_hilga","female","dcd","hilga",FALSE,TRUE,FALSE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",0.0119,"0.01-0.249",0,0,NA,NA,0,0,1.22153805357294,0.88122234908034
"dcd_houdini","mixed_sex","dcd","houdini",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.11669876428223,0.696944228005955
"dcd_hulk","mixed_sex","dcd","hulk",FALSE,TRUE,TRUE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",NA,NA,NA,NA,NA,NA,NA,NA,1.50435328944121,0.853722485885356
"dcd_irma","female","dcd","irma",FALSE,TRUE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.83418156901384,0.724415110882045
"dcd_ivy","female","dcd","ivy",FALSE,TRUE,TRUE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",0,0,0,0,0,0,2.60791312228045,0.746416582307043
"dcd_jenna-bat","mixed_sex","dcd","jenna-bat",FALSE,TRUE,TRUE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",NA,NA,NA,NA,NA,NA,1.34056775159098,0.869648360141636
"dcd_jupiter","female","dcd","jupiter",FALSE,TRUE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.23554959975623,0.782623775659907
"dcd_kelly","female","dcd","kelly",FALSE,TRUE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.47581183433843,0.759261602254903
"dcd_ldc","mixed_sex","dcd","ldc",FALSE,TRUE,FALSE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",0.2073,"0.01-0.249",0,0,1.09523809523809,0.171373412688005,1.09523809523809,0.171373412688005,9.06004329527278,0.119036319257278
"dcd_lds","female","dcd","lds",FALSE,TRUE,FALSE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",0,"0",0,0,0.2,0.105101101043606,0.2,0.105101101043606,1.47629150280595,0.856451105830838
"dcd_lily","female","dcd","lily",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.51439047268153,0.75551036419509
"dcd_lilyson","mixed_sex","dcd","lilyson",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.47434721271394,0.759404016415096
"dcd_lsd","female","dcd","lsd",FALSE,TRUE,FALSE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",0,"0",0,0,0.57142857142857,0.108402143885533,0.57142857142857,0.108402143885533,1.50685460524314,0.853479267580128
"dcd_lucy","female","dcd","lucy",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.64502502358421,0.742807964102207
"dcd_lucyson","mixed_sex","dcd","lucyson",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.57582294770465,0.749536907165173
"dcd_mabel","female","dcd","mabel",FALSE,TRUE,TRUE,FALSE,"different years_TL",2,"2. same wild roost
but different years",NA,NA,NA,NA,NA,NA,NA,NA,2.38085063972904,0.76849526271373
"dcd_marce","female","dcd","marce",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.55954807229453,0.751119413305338
"dcd_mina","female","dcd","mina",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.41130627805353,0.668297729170585
"dcd_no-band","female","dcd","no-band",FALSE,TRUE,FALSE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",0,0,0.153846153846154,0.0959756145579355,0.153846153846154,0.0959756145579355,1.36428760974362,0.867341932582316
"dcd_ola","female","dcd","ola",FALSE,TRUE,TRUE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",0,0,1.25,0.31165209445665,1.25,0.31165209445665,1.72106123646285,0.832650640593624
"dcd_opal","female","dcd","opal",FALSE,TRUE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.94624141567829,0.713518843418016
"dcd_piper","female","dcd","piper",FALSE,TRUE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.4878574115601,0.758090336765321
"dcd_queen","female","dcd","queen",FALSE,TRUE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.94391271358066,0.713745277432117
"dcd_r","female","dcd","r",FALSE,TRUE,TRUE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",0,"0",0,0,0.82,0.163824165581834,0.82,0.163824165581834,2.86462189817283,0.721455210631578
"dcd_rc","female","dcd","rc",FALSE,TRUE,TRUE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",0.2139,"0.01-0.249",0,0,0,0,0,0,1.75672826850976,0.829182515904903
"dcd_rina","female","dcd","rina",FALSE,TRUE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.77158864118971,0.730501405868426
"dcd_s","female","dcd","s",FALSE,TRUE,TRUE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",0,"0",0,0,0.116666666666667,0.089709314262234,0.116666666666667,0.089709314262234,1.41773110930351,0.862145292726454
"dcd_sam1","female","dcd","sam1",FALSE,TRUE,TRUE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",NA,NA,NA,NA,NA,NA,2.05628570763721,0.800054705411406
"dcd_sam5","mixed_sex","dcd","sam5",FALSE,TRUE,TRUE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",NA,NA,NA,NA,NA,NA,1.3403544440957,0.86966910134011
"dcd_sam6","mixed_sex","dcd","sam6",FALSE,TRUE,TRUE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",NA,NA,NA,NA,NA,NA,1.51654309063625,0.852537196612632
"dcd_sam7","mixed_sex","dcd","sam7",FALSE,TRUE,TRUE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",NA,NA,NA,NA,NA,NA,1.5009393836329,0.854054440924485
"dcd_sc","female","dcd","sc",FALSE,TRUE,TRUE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",0.1077,"0.01-0.249",0,0,0.15,0.0993359638069315,0.15,0.0993359638069315,1.11377185550766,0.891701118707939
"dcd_scc","female","dcd","scc",FALSE,TRUE,TRUE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",NA,NA,6.33333333333335,0.19723499233896,NA,NA,6.33333333333335,0.19723499233896,1.20729562170118,0.882607228246538
"dcd_scs","female","dcd","scs",FALSE,TRUE,TRUE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",NA,NA,1.26470588235294,0.171666808190924,0,0,0.74137931034483,0.163732890309249,2.08869905337961,0.796902956634962
"dcd_sd","female","dcd","sd",FALSE,TRUE,TRUE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",0,"0",0,0,0,0,0,0,1.64727756107946,0.839825080728848
"dcd_shania","female","dcd","shania",FALSE,TRUE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.42151496168374,0.66730507613204
"dcd_sheldon","mixed_sex","dcd","sheldon",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.21794043309908,0.784336023136825
"dcd_six","female","dcd","six",FALSE,TRUE,TRUE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",NA,NA,NA,NA,NA,NA,1.82396390468767,0.822644781857288
"dcd_snow","female","dcd","snow",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,1.54911710175539,0.849369825354368
"dcd_son-of-ola","mixed_sex","dcd","son-of-ola",FALSE,TRUE,FALSE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",0,0,0,0,0,0,1.85204351106621,0.81991442918867
"dcd_sonofzaria","mixed_sex","dcd","sonofzaria",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,1.99059798172318,0.806441926632638
"dcd_speedster","mixed_sex","dcd","speedster",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.41429790516771,0.765242979572102
"dcd_spiderman","mixed_sex","dcd","spiderman",FALSE,TRUE,TRUE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",NA,NA,NA,NA,NA,NA,NA,NA,1.40182349124712,0.863692088177434
"dcd_ss","female","dcd","ss",FALSE,TRUE,TRUE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",0.4528,"0.25-0.5",0,0,0,0,0,0,2.46487289144778,0.760325262888557
"dcd_sss","female","dcd","sss",FALSE,TRUE,FALSE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",0.029,"0.01-0.249",0,0,0,0,0,0,1.27473724957035,0.876049464361027
"dcd_streblick","mixed_sex","dcd","streblick",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.35302595352712,0.673964683238725
"dcd_thecount","mixed_sex","dcd","thecount",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.5707549925644,0.750029695584465
"dcd_tiffany","female","dcd","tiffany",FALSE,TRUE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.04646731547144,0.7037732633242
"dcd_vampirella","female","dcd","vampirella",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.70487447028168,0.736988434643609
"dcd_vampison","mixed_sex","dcd","vampison",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.00302619432679,0.707997310465249
"dcd_veronica","female","dcd","veronica",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.31570653678245,0.774829624133443
"dcd_vixen","female","dcd","vixen",FALSE,TRUE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,1.80143249281682,0.824835649481997
"dcd_vlad","mixed_sex","dcd","vlad",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.43448507734378,0.763280056777539
"dcd_war-machine","mixed_sex","dcd","war-machine",FALSE,TRUE,TRUE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",NA,NA,NA,NA,NA,NA,NA,NA,1.97924538876332,0.807545809004272
"dcd_winona","female","dcd","winona",FALSE,TRUE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.39793844285607,0.669597565928017
"dcd_zaria","female","dcd","zaria",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,1.84222226047174,0.820869409732495
"dcd_zelda","female","dcd","zelda",FALSE,TRUE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.77132662005891,0.730526883793012
"dd_ddld","female","dd","ddld",FALSE,TRUE,FALSE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",0,"0",141.566666666667,0.67657221497649,49.3095238095239,0.612117054824293,104.214285714285,0.682226342866888,2.05497605068556,0.800182051404249
"dd_dr","female","dd","dr",FALSE,TRUE,FALSE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",0.0027,"0.01-0.249",0,0,0.366666666666666,0.213187696877174,0.366666666666666,0.213187696877174,1.48139349315832,0.855955007958736
"dd_ds","female","dd","ds",FALSE,TRUE,TRUE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",0,"0",0,0,0,0,0,0,3.76584345440243,0.633823900993691
"dd_esther","female","dd","esther",FALSE,TRUE,TRUE,FALSE,"different years_TL",2,"2. same wild roost
but different years",NA,NA,NA,NA,NA,NA,NA,NA,2.58898176441944,0.748257394559165
"dd_eve","female","dd","eve",FALSE,TRUE,TRUE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",0,0,3.38095238095238,0.37846204792624,3.38095238095238,0.37846204792624,2.72365111621205,0.73516266598316
"dd_falcon","mixed_sex","dd","falcon",FALSE,TRUE,TRUE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",NA,NA,NA,NA,NA,NA,NA,NA,1.76375999931851,0.828498777510573
"dd_flapper","mixed_sex","dd","flapper",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.67432734982884,0.739958718867777
"dd_fran","female","dd","fran",FALSE,TRUE,TRUE,FALSE,"different years_TL",2,"2. same wild roost
but different years",NA,NA,NA,NA,NA,NA,NA,NA,2.78625173890237,0.729075622777657
"dd_gayle","female","dd","gayle",FALSE,TRUE,TRUE,FALSE,"different years_TL",2,"2. same wild roost
but different years",NA,NA,NA,NA,NA,NA,NA,NA,3.5057967194128,0.6591098429429
"dd_gremlin","mixed_sex","dd","gremlin",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.69603452728807,0.737847996619573
"dd_hera","female","dd","hera",FALSE,TRUE,TRUE,FALSE,"different years_TL",2,"2. same wild roost
but different years",NA,NA,NA,NA,NA,NA,NA,NA,3.00741807507794,0.707570260913076
"dd_hilga","female","dd","hilga",FALSE,TRUE,FALSE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",0,"0",0,0,NA,NA,0,0,2.02418562138496,0.803175994042742
"dd_houdini","mixed_sex","dd","houdini",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.37446087623732,0.67188043399269
"dd_hulk","mixed_sex","dd","hulk",FALSE,TRUE,TRUE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",NA,NA,NA,NA,NA,NA,NA,NA,2.27422474679561,0.778863153466539
"dd_irma","female","dd","irma",FALSE,TRUE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.89154587835917,0.71883722659859
"dd_ivy","female","dd","ivy",FALSE,TRUE,TRUE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",1.33333333333334,0.141938176298634,28.4761904761904,0.569128205069018,28.8571428571429,0.5703821152625,2.06161802812505,0.799536211124925
"dd_jenna-bat","mixed_sex","dd","jenna-bat",FALSE,TRUE,TRUE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",NA,NA,NA,NA,NA,NA,2.19735251099884,0.786337913308998
"dd_jupiter","female","dd","jupiter",FALSE,TRUE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.12289923057098,0.696341318568766
