"dyad","dyad.sex","bat1","bat2","both_zoo","both_wild","both_adult","both_young","study_site","treatment_rank","treatment_label","kinship","kinship2","donation.rate","donation.lograte","groom.rate","groom.lograte","affiliation.rate","affiliation.lograte","dist","sim"
"cat_d","female","cat","d",FALSE,TRUE,TRUE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",8.53333333333335,0.254620942977222,2.6,0.377005232118959,6.86666666666665,0.439330375622171,1.79048727682379,0.825899920087942
"cat_daredevil","mixed_sex","cat","daredevil",FALSE,TRUE,TRUE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",NA,NA,NA,NA,NA,NA,2.75950626200268,0.731676249839237
"cat_dcd","female","cat","dcd",FALSE,TRUE,TRUE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",0,0,0,0,0,0,1.54837033002668,0.84944243855823
"cat_dd","female","cat","dd",FALSE,TRUE,TRUE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",0.833333333333335,0.149498691337104,2.05,0.207952060749921,2.46666666666667,0.215875552504722,2.24580226035367,0.781626846470613
"cat_ddld","female","cat","ddld",FALSE,TRUE,FALSE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",0,0,0,0,0,0,1.453285312113,0.858688139117788
"cat_dr","female","cat","dr",FALSE,TRUE,FALSE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",0,0,0,0,0,0,2.7879712705067,0.728908422153782
"cat_ds","female","cat","ds",FALSE,TRUE,TRUE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",0,0,0,0,0,0,3.18121277732975,0.690671134098834
"cat_esther","female","cat","esther",FALSE,TRUE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,1.99702175869386,0.80581730332567
"cat_eve","female","cat","eve",FALSE,TRUE,TRUE,FALSE,"2017_LP",4,"4. same wild roost
then caged together",0.2456,"0.01-0.249",60.0833333333333,0.608697235810322,35.78,0.594866104176923,63.26,0.644124983973545,2.43650283456431,0.763083857844498
"cat_falcon","mixed_sex","cat","falcon",FALSE,TRUE,TRUE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",NA,NA,NA,NA,NA,NA,1.45391949772023,0.858626473354324
"cat_flapper","mixed_sex","cat","flapper",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,1.81223215325122,0.823785532137412
"cat_fran","female","cat","fran",FALSE,TRUE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.48447941052796,0.75841880056244
"cat_gayle","female","cat","gayle",FALSE,TRUE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.11378611343209,0.697227442945446
"cat_gremlin","mixed_sex","cat","gremlin",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,1.93254425584221,0.812086847122103
"cat_hera","female","cat","hera",FALSE,TRUE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,1.61397566732959,0.84306322848791
"cat_hilga","female","cat","hilga",FALSE,TRUE,FALSE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",NA,NA,NA,NA,NA,NA,2.0021344477413,0.805320165153707
"cat_houdini","mixed_sex","cat","houdini",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.32971196369582,0.676231645727226
"cat_hulk","mixed_sex","cat","hulk",FALSE,TRUE,TRUE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",NA,NA,NA,NA,NA,NA,1.9899700517875,0.806502984118718
"cat_irma","female","cat","irma",FALSE,TRUE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.72094618223695,0.735425683334535
"cat_ivy","female","cat","ivy",FALSE,TRUE,TRUE,FALSE,"2017_LP",4,"4. same wild roost
then caged together",0.087,"0.01-0.249",0,0,2.88333333333333,0.385821074624884,2.88333333333333,0.385821074624884,2.8337576745948,0.724456328741108
"cat_jenna-bat","mixed_sex","cat","jenna-bat",FALSE,TRUE,TRUE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",NA,NA,NA,NA,NA,NA,1.94903580785147,0.810483272184794
"cat_jupiter","female","cat","jupiter",FALSE,TRUE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.19896819524134,0.786180810402224
"cat_kelly","female","cat","kelly",FALSE,TRUE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.61875158017994,0.745362692446529
"cat_ldc","mixed_sex","cat","ldc",FALSE,TRUE,FALSE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",0,0,2.5,0.17679628181385,2.5,0.17679628181385,8.99954287408201,0.124919146965895
"cat_lds","female","cat","lds",FALSE,TRUE,FALSE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",4.16666666666667,0.221914178290622,0,0,2.1551724137931,0.209254422103466,1.61619975628772,0.842846966652177
"cat_lily","female","cat","lily",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.5963946189441,0.747536597164051
"cat_lilyson","mixed_sex","cat","lilyson",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.5631632720142,0.750767885222319
"cat_lsd","female","cat","lsd",FALSE,TRUE,FALSE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",0,0,0,0,0,0,1.56879768977868,0.847456160849782
"cat_lucy","female","cat","lucy",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.64517886224041,0.742793005424375
"cat_lucyson","mixed_sex","cat","lucyson",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.86734009857991,0.721190903303503
"cat_mabel","female","cat","mabel",FALSE,TRUE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.69632384300535,0.737819864674627
"cat_marce","female","cat","marce",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.61496083682845,0.745731289715531
"cat_mina","female","cat","mina",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.34447529951235,0.674796115869686
"cat_no-band","female","cat","no-band",FALSE,TRUE,FALSE,FALSE,"2017_LP",4,"4. same wild roost
then caged together",0,"0",16.375,0.279959586052801,0.791666666666665,0.161152656512969,8.97916666666665,0.266937750434732,1.62990473077998,0.841514347769496
"cat_ola","female","cat","ola",FALSE,TRUE,TRUE,FALSE,"2017_LP",4,"4. same wild roost
then caged together",0,"0",37.9333333333334,0.32293632770252,23.64,0.544551565020622,46.4,0.580079052901714,1.84043756899629,0.821042946251026
"cat_opal","female","cat","opal",FALSE,TRUE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.60776681691513,0.746430808476714
"cat_piper","female","cat","piper",FALSE,TRUE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.41700903634789,0.764979359628397
"cat_queen","female","cat","queen",FALSE,TRUE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.85728013748074,0.722169095136502
"cat_r","female","cat","r",FALSE,TRUE,TRUE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",0,0,1.13333333333334,0.305001870584913,1.13333333333334,0.305001870584913,3.67202065993206,0.642946867811886
"cat_rc","female","cat","rc",FALSE,TRUE,TRUE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",0,0,0,0,0,0,2.37847330791783,0.768726425293697
"cat_rina","female","cat","rina",FALSE,TRUE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.16418776397639,0.789562725449029
"cat_s","female","cat","s",FALSE,TRUE,TRUE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",0,0,0.2,0.16789725663233,0.2,0.16789725663233,2.47414428706435,0.759423748122921
"cat_sam1","female","cat","sam1",FALSE,TRUE,TRUE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",NA,NA,NA,NA,NA,NA,1.87249809893028,0.817925503923577
"cat_sam5","mixed_sex","cat","sam5",FALSE,TRUE,TRUE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",NA,NA,NA,NA,NA,NA,1.37293842526051,0.866500760633043
"cat_sam6","mixed_sex","cat","sam6",FALSE,TRUE,TRUE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",NA,NA,NA,NA,NA,NA,1.43140057360386,0.860816126717932
"cat_sam7","mixed_sex","cat","sam7",FALSE,TRUE,TRUE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",NA,NA,NA,NA,NA,NA,1.77971846343514,0.826947037984723
"cat_sc","female","cat","sc",FALSE,TRUE,TRUE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",2.43333333333333,0.197493257598338,0.86,0.165863164081584,2.32,0.208728767092613,1.6449601381339,0.840050418001687
"cat_scc","female","cat","scc",FALSE,TRUE,TRUE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",NA,NA,NA,NA,NA,NA,1.87679726408622,0.817507469678434
"cat_scs","female","cat","scs",FALSE,TRUE,TRUE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",0,0,0.431034482758621,0.22221379039963,0.431034482758621,0.22221379039963,2.06316171131055,0.799386109323347
"cat_sd","female","cat","sd",FALSE,TRUE,TRUE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",0,0,0,0,0,0,1.75782997189538,0.829075390515095
"cat_shania","female","cat","shania",FALSE,TRUE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.06808992468088,0.701670764166569
"cat_sheldon","mixed_sex","cat","sheldon",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,1.71139392222563,0.833590652959543
"cat_six","female","cat","six",FALSE,TRUE,TRUE,FALSE,"2017_LP",4,"4. same wild roost
then caged together",0.1686,"0.01-0.249",NA,NA,NA,NA,NA,NA,1.96561973516436,0.808870715029095
"cat_snow","female","cat","snow",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,1.93463195723529,0.811883847087379
"cat_son-of-ola","mixed_sex","cat","son-of-ola",FALSE,TRUE,FALSE,FALSE,"2017_LP",4,"4. same wild roost
then caged together",0,"0",0,0,2.925,0.344221758703365,2.925,0.344221758703365,1.8003086570225,0.8249449269419
"cat_sonofzaria","mixed_sex","cat","sonofzaria",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.36025458710503,0.770497943466689
"cat_speedster","mixed_sex","cat","speedster",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,1.90602786527178,0.814665198712225
"cat_spiderman","mixed_sex","cat","spiderman",FALSE,TRUE,TRUE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",NA,NA,NA,NA,NA,NA,1.82620076873647,0.822427277820991
"cat_ss","female","cat","ss",FALSE,TRUE,TRUE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",0,0,0.14516129032258,0.099055717798095,0.14516129032258,0.099055717798095,2.33126247685636,0.773317024493652
"cat_sss","female","cat","sss",FALSE,TRUE,FALSE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",0,0,1.05,0.257168986848762,1.05,0.257168986848762,1.41468207360288,0.862441769203001
"cat_streblick","mixed_sex","cat","streblick",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.52193687348709,0.657540436586039
"cat_thecount","mixed_sex","cat","thecount",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.61871591538838,0.745366160353361
"cat_tiffany","female","cat","tiffany",FALSE,TRUE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.88156128360716,0.719808090098552
"cat_vampirella","female","cat","vampirella",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.31148307263334,0.775240297504532
"cat_vampison","mixed_sex","cat","vampison",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.4779628127201,0.759052449409762
"cat_veronica","female","cat","veronica",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,1.83953880757683,0.821130338346449
"cat_vixen","female","cat","vixen",FALSE,TRUE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,1.83388286439352,0.821680300456171
"cat_vlad","mixed_sex","cat","vlad",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.87825236945837,0.720129836153486
"cat_war-machine","mixed_sex","cat","war-machine",FALSE,TRUE,TRUE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",NA,NA,NA,NA,NA,NA,2.88769571889569,0.719211601261255
"cat_winona","female","cat","winona",FALSE,TRUE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.52648253486343,0.657098433998744
"cat_zaria","female","cat","zaria",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,1.46238554158441,0.857803267888208
"cat_zelda","female","cat","zelda",FALSE,TRUE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.54733321859732,0.752307138586788
"cc_ccc","female","cc","ccc",FALSE,TRUE,TRUE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",0.0562,"0.01-0.249",0.352941176470588,0.116356924986041,1.38636363636363,0.278059675590624,1.65909090909091,0.28710667085535,1.93470204670323,0.811877031857734
"cc_ccs","female","cc","ccs",FALSE,TRUE,TRUE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",0.2151,"0.01-0.249",8.61764705882355,0.257831158621745,6.35,0.450164195328924,11.2333333333333,0.484291911649247,1.75206143085683,0.829636301206161
"cc_cd","female","cc","cd",FALSE,TRUE,TRUE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",0.0079,"0.01-0.249",7.1388888888889,0.378461673367222,7.55,0.467077649657847,11.8166666666667,0.504895539041732,1.61205923962963,0.843249574529028
"cc_cerce","female","cc","cerce",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.42245348201753,0.764449962721515
"cc_cerceson","mixed_sex","cc","cerceson",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.3739537555816,0.671929744450144
"cc_cindy","female","cc","cindy",FALSE,TRUE,TRUE,FALSE,"different years_TL",2,"2. same wild roost
but different years",NA,NA,NA,NA,NA,NA,NA,NA,2.4002511743293,0.766608829524306
"cc_cs","female","cc","cs",FALSE,TRUE,TRUE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",0,"0",0,0,7.71666666666668,0.452884209780873,7.71666666666668,0.452884209780873,1.83839697741016,0.821241365509745
"cc_csc","female","cc","csc",FALSE,TRUE,TRUE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",0.1587,"0.01-0.249",0,0,NA,NA,0,0,2.79289847227298,0.728429320049927
"cc_d","female","cc","d",FALSE,TRUE,TRUE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",NA,NA,5.4722222222222,0.23866043732659,5.48333333333333,0.440724187512203,8.76666666666667,0.475647858077136,1.87510313454007,0.817672200304105
"cc_daredevil","mixed_sex","cc","daredevil",FALSE,TRUE,TRUE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",NA,NA,NA,NA,NA,NA,NA,NA,2.97630869276066,0.710595217313247
"cc_dcd","female","cc","dcd",FALSE,TRUE,TRUE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",0.149,"0.01-0.249",0,0,1.85,0.173362457425815,1.85,0.173362457425815,2.12403105374442,0.793467409135357
"cc_dd","female","cc","dd",FALSE,TRUE,TRUE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",0.0803,"0.01-0.249",7.89473684210525,0.256312072026638,6.33333333333335,0.424559227614253,11.3333333333333,0.452834174579083,2.81481781361487,0.726297967803731
"cc_ddld","female","cc","ddld",FALSE,TRUE,FALSE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",0.0973,"0.01-0.249",0,0,0.5,0.148145851241765,0.5,0.148145851241765,2.14309599074196,0.791613608162988
"cc_dr","female","cc","dr",FALSE,TRUE,FALSE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",0,"0",0,0,0.616666666666665,0.156929326176312,0.616666666666665,0.156929326176312,3.32507280650451,0.676682739487113
"cc_ds","female","cc","ds",FALSE,TRUE,TRUE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",0.0626,"0.01-0.249",2.96078431372549,0.343485032258766,22.4833333333333,0.559818191472109,24.1833333333334,0.565635148114931,3.21685127331414,0.687205784146817
"cc_esther","female","cc","esther",FALSE,TRUE,TRUE,FALSE,"different years_TL",2,"2. same wild roost
but different years",NA,NA,NA,NA,NA,NA,NA,NA,2.03245770771208,0.802371648259762
"cc_eve","female","cc","eve",FALSE,TRUE,TRUE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",0,0,7.76666666666667,0.470240459641092,7.76666666666667,0.470240459641092,2.5389227773451,0.753124937469283
"cc_falcon","mixed_sex","cc","falcon",FALSE,TRUE,TRUE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",NA,NA,NA,NA,NA,NA,NA,NA,2.19147721287576,0.786909204647382
"cc_flapper","mixed_sex","cc","flapper",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.99588462866009,0.708691728777718
"cc_fran","female","cc","fran",FALSE,TRUE,TRUE,FALSE,"different years_TL",2,"2. same wild roost
but different years",NA,NA,NA,NA,NA,NA,NA,NA,2.72371932582083,0.735156033543771
"cc_gayle","female","cc","gayle",FALSE,TRUE,TRUE,FALSE,"different years_TL",2,"2. same wild roost
but different years",NA,NA,NA,NA,NA,NA,NA,NA,3.59214786160036,0.650713390787138
"cc_gremlin","mixed_sex","cc","gremlin",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,1.9270231014248,0.812623702891882
"cc_hera","female","cc","hera",FALSE,TRUE,TRUE,FALSE,"different years_TL",2,"2. same wild roost
but different years",NA,NA,NA,NA,NA,NA,NA,NA,1.5876916265768,0.845618987277545
"cc_hilga","female","cc","hilga",FALSE,TRUE,FALSE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",0,"0",0,0,NA,NA,0,0,2.74685991859621,0.732905931516488
"cc_houdini","mixed_sex","cc","houdini",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.53113507814442,0.656646038627105
"cc_hulk","mixed_sex","cc","hulk",FALSE,TRUE,TRUE,FALSE,"2017_TL",4,"4. same wild roost
then caged together",NA,NA,NA,NA,NA,NA,NA,NA,2.15022324286558,0.790920581644264
"cc_irma","female","cc","irma",FALSE,TRUE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.17989538913467,0.690799231847981
"cc_ivy","female","cc","ivy",FALSE,TRUE,TRUE,FALSE,"2017_different sites",3,"3. different wild roost
then caged together",0,"0",0,0,1.38333333333334,0.318176358936904,1.38333333333334,0.318176358936904,3.85337776609666,0.625312401996587
